iter	RMSE
554	0.1299122282
555	0.1297403988
556	0.129670241
557	0.1296689145
558	0.1296676275
559	0.129666344
560	0.1296527339
561	0.1295646735
562	0.1293366237
563	0.1293301378
564	0.1290450588
565	0.1289099397
566	0.1289084599
567	0.1289057774
568	0.128825252
569	0.128800517
570	0.1287155338
571	0.1286216638
572	0.1286077883
573	0.1285154182
574	0.1285090878
575	0.1285002311
576	0.1284940971
577	0.1284915509
578	0.1284800807
579	0.1284777331
580	0.1284667078
581	0.1284406492
582	0.1284300781
583	0.12841576
584	0.1284124596
585	0.128404679
586	0.1283401486
587	0.1283377045
588	0.1283366149
589	0.1283265658
590	0.1283169087
591	0.1283147603
592	0.1283113083
593	0.128302047
594	0.1282234186
595	0.1280521396
596	0.1279975222
597	0.1279920015
598	0.1278328333
599	0.127824816
600	0.1278164984
601	0.1278153066
602	0.1278051612
603	0.1276758791
604	0.1276473414
605	0.1276455546
606	0.1276043707
607	0.1276026612
608	0.1275617323
609	0.1275601124
610	0.1275483418
611	0.1274470493
612	0.127434444
613	0.127423552
614	0.1273549294
615	0.1273503485
616	0.1272824854
617	0.1272795432
618	0.1272749262
619	0.1272733341
620	0.1272718048
621	0.1272632541
622	0.1272515134
623	0.1270583237
624	0.127045419
625	0.1270115425
626	0.1270053386
627	0.1269965808
628	0.1269950901
629	0.1269920408
630	0.1268849598
631	0.1267639457
632	0.1266161948
633	0.1266092068
634	0.1265953195
635	0.1265946249
636	0.1265896854
637	0.1265712962
638	0.1265690818
639	0.1265633575
640	0.1265173917
641	0.1265028758
642	0.1264998653
643	0.1264960674
644	0.126494236
645	0.1264894772
646	0.1264847304
647	0.1264608392
648	0.1264584715
649	0.1264567101
650	0.1264552693
651	0.1264443829
652	0.1264424738
653	0.1264011565
654	0.1262218486
655	0.1262137516
656	0.1260600332
657	0.1260584309
658	0.1260426514
659	0.1260408949
660	0.1260401879
661	0.1259171193
662	0.1259154464
663	0.1259149153
664	0.1259140406
665	0.1259065979
666	0.1258104755
667	0.1257357994
668	0.1257321326
669	0.125729539
670	0.1257271008
671	0.1257250431
672	0.1257194081
673	0.1257163084
674	0.125653174
675	0.1256527767
676	0.1255893889
677	0.1255828099
678	0.125366483
679	0.1253652071
680	0.1253638385
681	0.1253040918
682	0.1252799366
683	0.1252760661
684	0.1252537511
685	0.1252533738
686	0.1251457662
687	0.125144549
688	0.1251410766
689	0.1251408075
690	0.1251391863
691	0.1251379868
692	0.1251340227
693	0.1251136696
694	0.1251127699
695	0.1251117603
696	0.1251102507
697	0.1250284695
698	0.1249950439
699	0.1249934741
700	0.1249926148
701	0.1249921432
702	0.1249879098
703	0.1249794664
704	0.1249704839
705	0.1249653263
706	0.1248963603
707	0.124892632
708	0.1248606852
709	0.1248089345
710	0.1248042058
711	0.1247995881
712	0.1247991652
713	0.1247975871
714	0.124783541
715	0.1247797891
716	0.124775261
717	0.1247708195
718	0.124770044
719	0.1247651095
720	0.1247639512
721	0.1247609667
722	0.1247404713
723	0.1247362078
724	0.1247327694
725	0.1247289371
726	0.1247256097
727	0.1245235133
728	0.1245222923
729	0.1245115293
730	0.1245088969
731	0.1245056823
732	0.1245023176
733	0.1244930953
734	0.1244919125
735	0.1243833348
736	0.1243797009
737	0.1243767761
738	0.1243502692
739	0.1243455826
740	0.1243163109
741	0.1243149465
742	0.1243072101
743	0.1242723993
744	0.1242721816
745	0.1242689579
746	0.1242687115
747	0.1242656152
748	0.1242630122
749	0.1242627803
750	0.1242626765
751	0.1242565193
752	0.1242562943
753	0.1242560462
754	0.1242548984
755	0.1242493095
756	0.1242490706
757	0.1242477098
758	0.1242258748
759	0.1242247755
760	0.1242135513
761	0.1242077134
762	0.1240383723
763	0.123970684
764	0.1239147455
765	0.1239145496
766	0.1237424083
767	0.1237189722
768	0.1236874593
769	0.1236804099
770	0.1236539748
771	0.1236535819
772	0.1235744246
773	0.1235503166
774	0.1235194959
775	0.1234154067
776	0.1234141745
777	0.1234096901
778	0.123361089
779	0.1232637809
780	0.123248139
781	0.1232469652
782	0.1232074491
783	0.1231777022
784	0.123148582
785	0.1231151513
786	0.1230658037
787	0.1229867286
788	0.1229630546
789	0.1229606866
790	0.1229603209
791	0.1229571713
792	0.1229562063
793	0.1227968397
794	0.1227958795
795	0.1227763788
796	0.1227547111
797	0.1227543919
798	0.1227539014
799	0.1227342087
800	0.1226622877
801	0.122657157
802	0.1226421317
803	0.1226411238
804	0.1226376163
805	0.1225442138
806	0.122511162
807	0.1224648484
808	0.1223421678
809	0.1223033658
810	0.1223031379
811	0.1222552715
812	0.1222500412
813	0.1222396494
814	0.1222294648
815	0.1222272626
816	0.1222257881
817	0.1222221937
818	0.1222173557
819	0.1221888627
820	0.1221880522
821	0.1221879482
822	0.1221873987
823	0.1221868757
824	0.1221858955
825	0.1221822649
826	0.1221800844
827	0.1221068669
828	0.1221023949
829	0.1221023708
830	0.1221021955
831	0.1220907337
832	0.1220897954
833	0.1220896276
834	0.122086928
835	0.1220771006
836	0.1220728895
837	0.1220652447
838	0.1220616085
839	0.1220360458
840	0.1220342246
841	0.1220333181
842	0.1219986957
843	0.1219980375
844	0.1219971286
845	0.1219747093
846	0.1219727214
847	0.1219724828
848	0.1219696674
849	0.121969523
850	0.1219693096
851	0.1219663873
852	0.1219636049
853	0.1219594463
854	0.12195943
855	0.1219554106
856	0.1219522245
857	0.1219521019
858	0.121951702
859	0.1219508912
860	0.1219488395
861	0.1219475131
862	0.1219462392
863	0.1218200065
864	0.1218178997
865	0.1218142734
866	0.1217810263
867	0.1217771383
868	0.121777038
869	0.1217287385
870	0.1217124906
871	0.1217120555
872	0.1217108277
873	0.1216983902
874	0.1216948743
875	0.1216925278
876	0.121691101
877	0.1216891055
878	0.1216884507
879	0.1216870664
880	0.121684865
881	0.1216832304
882	0.1216809613
883	0.1216347257
884	0.1216331521
885	0.1216300486
886	0.1216274903
887	0.1216253592
888	0.1216232917
889	0.121622049
890	0.1216190485
891	0.1216171077
892	0.1215602089
893	0.1215595986
894	0.1215585144
895	0.1215574624
896	0.1215547908
897	0.1215547851
898	0.1215486381
899	0.1215479122
900	0.1215469143
901	0.1215459461
902	0.1215459409
903	0.1215448377
904	0.1215427897
905	0.1215420339
906	0.1215294918
907	0.1215294864
908	0.1215270117
909	0.1215255735
910	0.1215244865
911	0.1215243379
912	0.1215237662
913	0.1215223882
914	0.1215200221
915	0.1215108126
916	0.1215092288
917	0.1215092237
918	0.1215081683
919	0.1215052884
920	0.1215043746
921	0.1215031013
922	0.1215018659
923	0.1215008636
924	0.1215001404
925	0.121498476
926	0.1214968229
927	0.1214954807
928	0.1214953944
929	0.1214651803
930	0.121464568
931	0.1214617604
932	0.1214526634
933	0.1214510585
934	0.1213966978
935	0.1213808283
936	0.1213720337
937	0.1213475683
938	0.1213468657
939	0.1213404931
940	0.1213172744
941	0.1213171851
942	0.1213165633
943	0.1213144289
944	0.1213132924
945	0.1213126493
946	0.1213125667
947	0.1213110587
948	0.1213104469
949	0.1213085442
950	0.1213078699
951	0.1213072751
952	0.1213053081
953	0.1213038714
954	0.1213025813
955	0.1213018462
956	0.1213017586
957	0.1213003917
958	0.1213003075
959	0.1212997792
960	0.1212992665
961	0.1212991862
962	0.1212972788
963	0.1212968186
964	0.1212903576
965	0.1212898615
966	0.121289416
967	0.1212881519
968	0.1212880853
969	0.1212876126
970	0.1212863302
971	0.1212829867
972	0.1212825543
973	0.1212822774
974	0.1212803893
975	0.1212779798
976	0.1212759734
977	0.1212751807
978	0.1212747513
979	0.1212736409
980	0.1212706326
981	0.1211864225
982	0.1211832274
983	0.1211622567
984	0.1211565828
985	0.1211554364
986	0.1210833692
987	0.1210816804
988	0.1210674947
989	0.1210667822
990	0.121061225
991	0.1210589024
992	0.1210569149
993	0.121052216
994	0.1210500166
995	0.1210461031
996	0.1210194216
997	0.1210190963
998	0.1210144766
999	0.1210126693
